"month","IATA_CODE","carrier","carrier_name","arr_flights","carrier_ct","weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_delay","AIRPORT","CITY","STATE","LATITUDE","LONGITUDE"
2,"ORD","9E","Endeavor Air Inc.",138,7.45,0,18.36,0,4.19,3076,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
3,"ORD","MQ","Envoy Air",4786,135.09,14.34,244.56,1.17,191.84,33279,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
7,"ORD","AA","American Airlines Inc.",5738,338.36,77.26,443.51,1.39,477.48,90530,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
8,"ORD","EV","ExpressJet Airlines Inc.",666,20.33,1.58,90.5,0,57.59,15225,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
4,"ORD","YX","Republic Airline",1570,47.17,6.4,87.24,0,85.19,15146,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
8,"ORD","DL","Delta Air Lines Inc.",1033,44.29,5.78,122.17,0,56.76,18685,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
6,"ORD","OH","PSA Airlines Inc.",193,6.73,1.28,11.44,0,12.55,3335,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
9,"ORD","OH","PSA Airlines Inc.",197,7.02,1.33,9.42,0,7.23,2246,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
10,"ORD","UA","United Air Lines Inc.",7419,256.03,21.58,551.38,0,350.01,69774,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
4,"ORD","B6","JetBlue Airways",171,30.61,0.98,16.7,0,27.71,4691,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
2,"ORD","F9","Frontier Airlines Inc.",197,7.47,1.08,7.37,0,17.07,3783,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
4,"ORD","EV","ExpressJet Airlines Inc.",705,25.44,0.31,51.46,0,38.8,8631,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
2,"ORD","MQ","Envoy Air",4249,165.36,48.47,338.13,1.58,354.45,62841,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
12,"ORD","AS","Alaska Airlines Inc.",273,10.17,0,32.53,0,6.3,1690,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
5,"ORD","UA","United Air Lines Inc.",6426,239.22,48.85,678.13,0,364.8,112216,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
1,"ORD","OO","SkyWest Airlines Inc.",5925,247.52,40.77,523.09,0.31,945.31,167233,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
10,"ORD","9E","Endeavor Air Inc.",104,8.62,0,13.2,0,9.18,2563,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
8,"ORD","F9","Frontier Airlines Inc.",268,29.56,1.28,38.09,0,33.07,7158,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
3,"ORD","B6","JetBlue Airways",177,28.66,0,11.27,0,19.07,3797,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
2,"ORD","NK","Spirit Air Lines",700,25.58,3.26,81.19,0.03,31.93,15865,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
12,"ORD","EV","ExpressJet Airlines Inc.",1241,44.92,5.23,144.05,0,102.8,26986,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
7,"ORD","9E","Endeavor Air Inc.",110,7.29,0,11.12,0,7.59,2110,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
7,"ORD","B6","JetBlue Airways",275,33.87,0.86,43.62,0.38,20.26,6996,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
11,"ORD","MQ","Envoy Air",5370,154.86,39.51,280.24,1.78,454.62,71570,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
11,"ORD","9E","Endeavor Air Inc.",117,6.42,0.65,12.86,0,6.07,1616,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
12,"ORD","YX","Republic Airline",1186,34.2,6.83,91.83,0,48.14,8864,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
2,"ORD","DL","Delta Air Lines Inc.",496,25.4,6.24,51.85,0,17.51,8471,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
4,"ORD","OO","SkyWest Airlines Inc.",6391,180.24,17.53,412.16,1.16,467.91,78242,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
9,"ORD","DL","Delta Air Lines Inc.",845,41,2.73,92.14,1,29.13,12243,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
8,"ORD","OH","PSA Airlines Inc.",205,11.42,0.21,24.96,0,16.41,4278,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
4,"ORD","AA","American Airlines Inc.",4941,201.51,15.64,176.8,2,213.04,36527,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
8,"ORD","UA","United Air Lines Inc.",7484,348.59,76.52,939.64,0,641.26,165022,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
9,"ORD","9E","Endeavor Air Inc.",36,0,0,3.82,0,1.18,897,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
11,"ORD","OO","SkyWest Airlines Inc.",5077,170.08,24.06,477.85,0.39,463.61,95783,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
8,"ORD","AA","American Airlines Inc.",5793,342.18,60.09,674.97,0.98,457.78,106854,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
10,"ORD","F9","Frontier Airlines Inc.",235,19.95,0,24.86,0,20.19,5092,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
9,"ORD","AS","Alaska Airlines Inc.",321,10.31,0.21,27.44,0,7.04,2407,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
10,"ORD","DL","Delta Air Lines Inc.",899,46.77,1.54,62.8,0,31.88,6483,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
9,"ORD","OO","SkyWest Airlines Inc.",5919,220.15,52.22,432.77,1,460.86,110534,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
1,"ORD","AA","American Airlines Inc.",5203,211.23,22.41,286.82,2.63,231.91,44973,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
9,"ORD","MQ","Envoy Air",5408,144.36,43.41,283.79,1.49,268.95,56983,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
5,"ORD","NK","Spirit Air Lines",850,28.59,6.6,149.85,1,33.96,21535,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
4,"ORD","UA","United Air Lines Inc.",5932,185.6,21.09,250.09,0,259.22,47925,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
11,"ORD","OH","PSA Airlines Inc.",191,12.48,0.22,8.18,0,17.11,3165,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
4,"ORD","F9","Frontier Airlines Inc.",204,12.48,0.64,13.63,0,16.25,4678,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
8,"ORD","AS","Alaska Airlines Inc.",351,27.94,0,68.4,0,18.67,5931,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
1,"ORD","OH","PSA Airlines Inc.",181,18.11,1.67,12.74,0,22.48,4522,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
11,"ORD","UA","United Air Lines Inc.",6775,239.42,57.75,609.74,0,389.09,123705,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
7,"ORD","OH","PSA Airlines Inc.",197,11.72,0.17,9.58,0,8.53,1736,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
5,"ORD","DL","Delta Air Lines Inc.",772,37.18,9.9,116.98,0,24.93,15560,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
7,"ORD","YX","Republic Airline",1572,30.73,9.2,120.89,0,100.18,19677,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
7,"ORD","EV","ExpressJet Airlines Inc.",665,27.84,4.25,71.61,0,46.3,12263,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
9,"ORD","B6","JetBlue Airways",239,18.59,0.22,44.4,0,10.79,5160,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
12,"ORD","AA","American Airlines Inc.",5243,217.12,13.78,264.42,0.39,274.29,45321,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
2,"ORD","UA","United Air Lines Inc.",4816,98.76,21.36,376.32,0,172.57,48817,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
12,"ORD","UA","United Air Lines Inc.",6303,249.02,17.71,430.69,0,318.58,57088,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
6,"ORD","MQ","Envoy Air",5015,245.64,69.71,438.5,0.68,610.47,114315,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
7,"ORD","OO","SkyWest Airlines Inc.",6615,278.3,62.47,462.12,3.62,689.48,132859,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
1,"ORD","DL","Delta Air Lines Inc.",547,14.69,13.61,37.72,0,13.98,5124,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
11,"ORD","AA","American Airlines Inc.",5223,213.84,24.98,362.64,3.03,244.51,71021,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
11,"ORD","NK","Spirit Air Lines",679,30.44,1.86,66.21,1,19.49,10135,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
5,"ORD","AA","American Airlines Inc.",5458,248.69,45.98,604.73,0,346.61,91053,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
6,"ORD","OO","SkyWest Airlines Inc.",6437,297.73,73.47,662.92,2.07,881.82,200841,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
6,"ORD","B6","JetBlue Airways",245,23.29,1.09,52.53,0,14.09,7417,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
10,"ORD","AA","American Airlines Inc.",5582,261.25,18.11,351.55,0.28,307.81,52051,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
7,"ORD","AS","Alaska Airlines Inc.",350,19.86,0.51,36.15,0,14.49,3795,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
3,"ORD","AS","Alaska Airlines Inc.",154,3.68,0,18.44,0,0.88,757,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
8,"ORD","NK","Spirit Air Lines",894,41.75,10.5,219.36,0.57,70.82,30875,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
5,"ORD","OO","SkyWest Airlines Inc.",6481,242.58,59.56,587.57,2.09,629.2,160302,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
10,"ORD","NK","Spirit Air Lines",709,15.52,0.73,70.82,0,11.94,5478,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
7,"ORD","NK","Spirit Air Lines",899,33.98,15.06,167.74,0.27,35.95,17720,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
6,"ORD","DL","Delta Air Lines Inc.",932,47,10.89,174.74,0,58.37,28454,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
1,"ORD","F9","Frontier Airlines Inc.",217,3.69,0,11.39,0,24.92,4181,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
12,"ORD","DL","Delta Air Lines Inc.",757,24.28,2.19,43.23,0,13.3,3474,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
7,"ORD","DL","Delta Air Lines Inc.",948,46.63,5.55,85.46,0,46.35,12293,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
6,"ORD","UA","United Air Lines Inc.",6913,314.69,66.23,965.11,0.63,592.34,160776,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
3,"ORD","OO","SkyWest Airlines Inc.",6085,169.14,17.54,317.6,1.65,360.08,63825,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
11,"ORD","EV","ExpressJet Airlines Inc.",1199,51.81,2.21,141.79,0,158.19,40011,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
3,"ORD","9E","Endeavor Air Inc.",224,7.74,2.32,15.57,0,13.37,2196,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
9,"ORD","EV","ExpressJet Airlines Inc.",697,11.73,3.21,71.89,0,37.18,15962,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
11,"ORD","YX","Republic Airline",1216,23.01,4.54,108.17,0.09,67.19,14689,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
4,"ORD","NK","Spirit Air Lines",814,6.45,0,121.1,0,2.45,8835,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
9,"ORD","UA","United Air Lines Inc.",7126,198.51,50.22,568.42,0,299.85,94911,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
10,"ORD","AS","Alaska Airlines Inc.",326,12.49,0.39,41.86,0,10.26,2633,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
12,"ORD","F9","Frontier Airlines Inc.",253,17.18,0,13.52,0,15.3,2663,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
3,"ORD","UA","United Air Lines Inc.",5657,144.04,12.33,205.94,0,205.69,35059,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
1,"ORD","VX","Virgin America",69,4.5,0,5.86,0,0.64,415,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
3,"ORD","EV","ExpressJet Airlines Inc.",835,21.45,2.16,90.88,0,45.51,9778,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
1,"ORD","NK","Spirit Air Lines",774,17.56,2.75,63.82,0,21.86,6505,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
12,"ORD","MQ","Envoy Air",5747,179.63,42.61,335.4,1.41,598.95,67109,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
8,"ORD","MQ","Envoy Air",5346,168.42,74.02,480.18,0.23,421.15,83834,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
6,"ORD","9E","Endeavor Air Inc.",166,9.42,0.01,20.77,0,6.8,3725,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
5,"ORD","B6","JetBlue Airways",242,30.54,2.17,52.22,0,17.06,7317,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
7,"ORD","F9","Frontier Airlines Inc.",248,21.78,2.17,18.07,0,59.98,7771,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
10,"ORD","EV","ExpressJet Airlines Inc.",877,22.77,0.43,87.9,0,66.9,14594,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
11,"ORD","B6","JetBlue Airways",200,20.88,0.91,29.54,0,11.67,6582,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
5,"ORD","F9","Frontier Airlines Inc.",235,13.94,0,36.21,0,35.86,8516,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
2,"ORD","B6","JetBlue Airways",148,20.77,1,33.49,0,8.74,3609,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
8,"ORD","OO","SkyWest Airlines Inc.",6427,316.51,59.62,692.08,3.49,846.3,201199,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
5,"ORD","YX","Republic Airline",1716,50.01,16.06,195.22,0.21,93.49,26540,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
1,"ORD","EV","ExpressJet Airlines Inc.",912,32.41,8.93,86.41,0,93.25,18107,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
11,"ORD","DL","Delta Air Lines Inc.",816,29.53,9.47,108.58,0,40.43,16713,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
9,"ORD","AA","American Airlines Inc.",5310,268.42,48.08,400.19,3.28,305.03,78233,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
1,"ORD","YX","Republic Airline",1484,54.53,13.32,133.68,0.05,101.42,19131,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
9,"ORD","YX","Republic Airline",1180,18.13,4.8,109.16,0,56.91,16695,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
3,"ORD","NK","Spirit Air Lines",800,16.98,2.36,66.36,1.94,33.37,6559,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
6,"ORD","EV","ExpressJet Airlines Inc.",622,27.25,4.3,115.27,0,38.19,23472,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
1,"ORD","UA","United Air Lines Inc.",5162,146.48,36.06,252.95,0,174.51,41708,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
2,"ORD","OO","SkyWest Airlines Inc.",5462,217.49,52.31,515.47,0,609.72,128357,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
2,"ORD","AA","American Airlines Inc.",4644,170.65,25.64,322.15,1.54,255.02,51969,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
5,"ORD","EV","ExpressJet Airlines Inc.",615,17.98,7.92,71.57,0,31.53,12366,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
10,"ORD","MQ","Envoy Air",5745,137.72,31.95,308.12,0.2,370.01,49635,"Chicago O'Hare International Airport","Chicago","IL",41.9796,-87.90446
